"","ligand_cl","receptor_cl","lr_id","ligand_exp","receptor_exp","int_exp","id","ligand_symbol","receptor_symbol"
"188","AM2","Fibroblasts",3,0.338394793926247,0.371428571428571,0.338394793926247,"AM2->Fibroblasts/3","Adam10","Axl"
"189","AM1","Fibroblasts",3,0.309360730593607,0.371428571428571,0.309360730593607,"AM1->Fibroblasts/3","Adam10","Axl"
"190","AT2","Fibroblasts",3,0.187695516162669,0.371428571428571,0.187695516162669,"AT2->Fibroblasts/3","Adam10","Axl"
"191","AT2_Retnla","Fibroblasts",3,0.264248704663212,0.371428571428571,0.264248704663212,"AT2_Retnla->Fibroblasts/3","Adam10","Axl"
"192","Fibroblasts","Fibroblasts",3,0.161904761904762,0.371428571428571,0.161904761904762,"Fibroblasts->Fibroblasts/3","Adam10","Axl"
"249","IM2","Fibroblasts",4,0.189473684210526,0.104761904761905,0.104761904761905,"IM2->Fibroblasts/4","Adam10","Epha3"
"250","IM1","Fibroblasts",4,0.224199288256228,0.104761904761905,0.104761904761905,"IM1->Fibroblasts/4","Adam10","Epha3"
"251","AM3","Fibroblasts",4,0.397683397683398,0.104761904761905,0.104761904761905,"AM3->Fibroblasts/4","Adam10","Epha3"
"252","AM2","Fibroblasts",4,0.338394793926247,0.104761904761905,0.104761904761905,"AM2->Fibroblasts/4","Adam10","Epha3"
"253","AM1","Fibroblasts",4,0.309360730593607,0.104761904761905,0.104761904761905,"AM1->Fibroblasts/4","Adam10","Epha3"
"254","AT2","Fibroblasts",4,0.187695516162669,0.104761904761905,0.104761904761905,"AT2->Fibroblasts/4","Adam10","Epha3"
"255","AT2_Retnla","Fibroblasts",4,0.264248704663212,0.104761904761905,0.104761904761905,"AT2_Retnla->Fibroblasts/4","Adam10","Epha3"
"256","Fibroblasts","Fibroblasts",4,0.161904761904762,0.104761904761905,0.104761904761905,"Fibroblasts->Fibroblasts/4","Adam10","Epha3"
"465","IM2","AM3",8,0.321052631578947,0.231660231660232,0.231660231660232,"IM2->AM3/8","Adam15","Itga5"
"466","IM1","AM3",8,0.316725978647687,0.231660231660232,0.231660231660232,"IM1->AM3/8","Adam15","Itga5"
"467","AM3","AM3",8,0.420849420849421,0.231660231660232,0.231660231660232,"AM3->AM3/8","Adam15","Itga5"
"468","AM2","AM3",8,0.20173535791757,0.231660231660232,0.20173535791757,"AM2->AM3/8","Adam15","Itga5"
"469","AM1","AM3",8,0.172374429223744,0.231660231660232,0.172374429223744,"AM1->AM3/8","Adam15","Itga5"
"471","AT2_Retnla","AM3",8,0.124352331606218,0.231660231660232,0.124352331606218,"AT2_Retnla->AM3/8","Adam15","Itga5"
"472","Fibroblasts","AM3",8,0.228571428571429,0.231660231660232,0.228571428571429,"Fibroblasts->AM3/8","Adam15","Itga5"
"473","IM2","AM2",8,0.321052631578947,0.188720173535792,0.188720173535792,"IM2->AM2/8","Adam15","Itga5"
"474","IM1","AM2",8,0.316725978647687,0.188720173535792,0.188720173535792,"IM1->AM2/8","Adam15","Itga5"
"475","AM3","AM2",8,0.420849420849421,0.188720173535792,0.188720173535792,"AM3->AM2/8","Adam15","Itga5"
"476","AM2","AM2",8,0.20173535791757,0.188720173535792,0.188720173535792,"AM2->AM2/8","Adam15","Itga5"
"477","AM1","AM2",8,0.172374429223744,0.188720173535792,0.172374429223744,"AM1->AM2/8","Adam15","Itga5"
"479","AT2_Retnla","AM2",8,0.124352331606218,0.188720173535792,0.124352331606218,"AT2_Retnla->AM2/8","Adam15","Itga5"
"480","Fibroblasts","AM2",8,0.228571428571429,0.188720173535792,0.188720173535792,"Fibroblasts->AM2/8","Adam15","Itga5"
"481","IM2","AM1",8,0.321052631578947,0.134703196347032,0.134703196347032,"IM2->AM1/8","Adam15","Itga5"
"482","IM1","AM1",8,0.316725978647687,0.134703196347032,0.134703196347032,"IM1->AM1/8","Adam15","Itga5"
"483","AM3","AM1",8,0.420849420849421,0.134703196347032,0.134703196347032,"AM3->AM1/8","Adam15","Itga5"
"484","AM2","AM1",8,0.20173535791757,0.134703196347032,0.134703196347032,"AM2->AM1/8","Adam15","Itga5"
"485","AM1","AM1",8,0.172374429223744,0.134703196347032,0.134703196347032,"AM1->AM1/8","Adam15","Itga5"
"487","AT2_Retnla","AM1",8,0.124352331606218,0.134703196347032,0.124352331606218,"AT2_Retnla->AM1/8","Adam15","Itga5"
"488","Fibroblasts","AM1",8,0.228571428571429,0.134703196347032,0.134703196347032,"Fibroblasts->AM1/8","Adam15","Itga5"
"553","IM2","AT2",9,0.321052631578947,0.368091762252346,0.321052631578947,"IM2->AT2/9","Adam15","Itga9"
"554","IM1","AT2",9,0.316725978647687,0.368091762252346,0.316725978647687,"IM1->AT2/9","Adam15","Itga9"
"555","AM3","AT2",9,0.420849420849421,0.368091762252346,0.368091762252346,"AM3->AT2/9","Adam15","Itga9"
"556","AM2","AT2",9,0.20173535791757,0.368091762252346,0.20173535791757,"AM2->AT2/9","Adam15","Itga9"
"557","AM1","AT2",9,0.172374429223744,0.368091762252346,0.172374429223744,"AM1->AT2/9","Adam15","Itga9"
"559","AT2_Retnla","AT2",9,0.124352331606218,0.368091762252346,0.124352331606218,"AT2_Retnla->AT2/9","Adam15","Itga9"
"560","Fibroblasts","AT2",9,0.228571428571429,0.368091762252346,0.228571428571429,"Fibroblasts->AT2/9","Adam15","Itga9"
"561","IM2","AT2_Retnla",9,0.321052631578947,0.352331606217617,0.321052631578947,"IM2->AT2_Retnla/9","Adam15","Itga9"
"562","IM1","AT2_Retnla",9,0.316725978647687,0.352331606217617,0.316725978647687,"IM1->AT2_Retnla/9","Adam15","Itga9"
"563","AM3","AT2_Retnla",9,0.420849420849421,0.352331606217617,0.352331606217617,"AM3->AT2_Retnla/9","Adam15","Itga9"
"564","AM2","AT2_Retnla",9,0.20173535791757,0.352331606217617,0.20173535791757,"AM2->AT2_Retnla/9","Adam15","Itga9"
"565","AM1","AT2_Retnla",9,0.172374429223744,0.352331606217617,0.172374429223744,"AM1->AT2_Retnla/9","Adam15","Itga9"
"567","AT2_Retnla","AT2_Retnla",9,0.124352331606218,0.352331606217617,0.124352331606218,"AT2_Retnla->AT2_Retnla/9","Adam15","Itga9"
"568","Fibroblasts","AT2_Retnla",9,0.228571428571429,0.352331606217617,0.228571428571429,"Fibroblasts->AT2_Retnla/9","Adam15","Itga9"
"569","IM2","Fibroblasts",9,0.321052631578947,0.133333333333333,0.133333333333333,"IM2->Fibroblasts/9","Adam15","Itga9"
"570","IM1","Fibroblasts",9,0.316725978647687,0.133333333333333,0.133333333333333,"IM1->Fibroblasts/9","Adam15","Itga9"
"571","AM3","Fibroblasts",9,0.420849420849421,0.133333333333333,0.133333333333333,"AM3->Fibroblasts/9","Adam15","Itga9"
"572","AM2","Fibroblasts",9,0.20173535791757,0.133333333333333,0.133333333333333,"AM2->Fibroblasts/9","Adam15","Itga9"
"573","AM1","Fibroblasts",9,0.172374429223744,0.133333333333333,0.133333333333333,"AM1->Fibroblasts/9","Adam15","Itga9"
"575","AT2_Retnla","Fibroblasts",9,0.124352331606218,0.133333333333333,0.124352331606218,"AT2_Retnla->Fibroblasts/9","Adam15","Itga9"
"576","Fibroblasts","Fibroblasts",9,0.228571428571429,0.133333333333333,0.133333333333333,"Fibroblasts->Fibroblasts/9","Adam15","Itga9"
"585","IM2","IM1",10,0.321052631578947,0.199288256227758,0.199288256227758,"IM2->IM1/10","Adam15","Itgav"
"586","IM1","IM1",10,0.316725978647687,0.199288256227758,0.199288256227758,"IM1->IM1/10","Adam15","Itgav"
"587","AM3","IM1",10,0.420849420849421,0.199288256227758,0.199288256227758,"AM3->IM1/10","Adam15","Itgav"
"588","AM2","IM1",10,0.20173535791757,0.199288256227758,0.199288256227758,"AM2->IM1/10","Adam15","Itgav"
"589","AM1","IM1",10,0.172374429223744,0.199288256227758,0.172374429223744,"AM1->IM1/10","Adam15","Itgav"
"591","AT2_Retnla","IM1",10,0.124352331606218,0.199288256227758,0.124352331606218,"AT2_Retnla->IM1/10","Adam15","Itgav"
"592","Fibroblasts","IM1",10,0.228571428571429,0.199288256227758,0.199288256227758,"Fibroblasts->IM1/10","Adam15","Itgav"
"593","IM2","AM3",10,0.321052631578947,0.208494208494208,0.208494208494208,"IM2->AM3/10","Adam15","Itgav"
"594","IM1","AM3",10,0.316725978647687,0.208494208494208,0.208494208494208,"IM1->AM3/10","Adam15","Itgav"
"595","AM3","AM3",10,0.420849420849421,0.208494208494208,0.208494208494208,"AM3->AM3/10","Adam15","Itgav"
"596","AM2","AM3",10,0.20173535791757,0.208494208494208,0.20173535791757,"AM2->AM3/10","Adam15","Itgav"
"597","AM1","AM3",10,0.172374429223744,0.208494208494208,0.172374429223744,"AM1->AM3/10","Adam15","Itgav"
"599","AT2_Retnla","AM3",10,0.124352331606218,0.208494208494208,0.124352331606218,"AT2_Retnla->AM3/10","Adam15","Itgav"
"600","Fibroblasts","AM3",10,0.228571428571429,0.208494208494208,0.208494208494208,"Fibroblasts->AM3/10","Adam15","Itgav"
"601","IM2","AM2",10,0.321052631578947,0.112798264642082,0.112798264642082,"IM2->AM2/10","Adam15","Itgav"
"602","IM1","AM2",10,0.316725978647687,0.112798264642082,0.112798264642082,"IM1->AM2/10","Adam15","Itgav"
"603","AM3","AM2",10,0.420849420849421,0.112798264642082,0.112798264642082,"AM3->AM2/10","Adam15","Itgav"
"604","AM2","AM2",10,0.20173535791757,0.112798264642082,0.112798264642082,"AM2->AM2/10","Adam15","Itgav"
"605","AM1","AM2",10,0.172374429223744,0.112798264642082,0.112798264642082,"AM1->AM2/10","Adam15","Itgav"
"607","AT2_Retnla","AM2",10,0.124352331606218,0.112798264642082,0.112798264642082,"AT2_Retnla->AM2/10","Adam15","Itgav"
"608","Fibroblasts","AM2",10,0.228571428571429,0.112798264642082,0.112798264642082,"Fibroblasts->AM2/10","Adam15","Itgav"
"609","IM2","AM1",10,0.321052631578947,0.101598173515982,0.101598173515982,"IM2->AM1/10","Adam15","Itgav"
"610","IM1","AM1",10,0.316725978647687,0.101598173515982,0.101598173515982,"IM1->AM1/10","Adam15","Itgav"
"611","AM3","AM1",10,0.420849420849421,0.101598173515982,0.101598173515982,"AM3->AM1/10","Adam15","Itgav"
"612","AM2","AM1",10,0.20173535791757,0.101598173515982,0.101598173515982,"AM2->AM1/10","Adam15","Itgav"
"613","AM1","AM1",10,0.172374429223744,0.101598173515982,0.101598173515982,"AM1->AM1/10","Adam15","Itgav"
"615","AT2_Retnla","AM1",10,0.124352331606218,0.101598173515982,0.101598173515982,"AT2_Retnla->AM1/10","Adam15","Itgav"
"616","Fibroblasts","AM1",10,0.228571428571429,0.101598173515982,0.101598173515982,"Fibroblasts->AM1/10","Adam15","Itgav"
"617","IM2","AT2",10,0.321052631578947,0.142509558567953,0.142509558567953,"IM2->AT2/10","Adam15","Itgav"
"618","IM1","AT2",10,0.316725978647687,0.142509558567953,0.142509558567953,"IM1->AT2/10","Adam15","Itgav"
"619","AM3","AT2",10,0.420849420849421,0.142509558567953,0.142509558567953,"AM3->AT2/10","Adam15","Itgav"
"620","AM2","AT2",10,0.20173535791757,0.142509558567953,0.142509558567953,"AM2->AT2/10","Adam15","Itgav"
"621","AM1","AT2",10,0.172374429223744,0.142509558567953,0.142509558567953,"AM1->AT2/10","Adam15","Itgav"
"623","AT2_Retnla","AT2",10,0.124352331606218,0.142509558567953,0.124352331606218,"AT2_Retnla->AT2/10","Adam15","Itgav"
"624","Fibroblasts","AT2",10,0.228571428571429,0.142509558567953,0.142509558567953,"Fibroblasts->AT2/10","Adam15","Itgav"
"625","IM2","AT2_Retnla",10,0.321052631578947,0.170984455958549,0.170984455958549,"IM2->AT2_Retnla/10","Adam15","Itgav"
"626","IM1","AT2_Retnla",10,0.316725978647687,0.170984455958549,0.170984455958549,"IM1->AT2_Retnla/10","Adam15","Itgav"
"627","AM3","AT2_Retnla",10,0.420849420849421,0.170984455958549,0.170984455958549,"AM3->AT2_Retnla/10","Adam15","Itgav"
"628","AM2","AT2_Retnla",10,0.20173535791757,0.170984455958549,0.170984455958549,"AM2->AT2_Retnla/10","Adam15","Itgav"
"629","AM1","AT2_Retnla",10,0.172374429223744,0.170984455958549,0.170984455958549,"AM1->AT2_Retnla/10","Adam15","Itgav"
"631","AT2_Retnla","AT2_Retnla",10,0.124352331606218,0.170984455958549,0.124352331606218,"AT2_Retnla->AT2_Retnla/10","Adam15","Itgav"
"632","Fibroblasts","AT2_Retnla",10,0.228571428571429,0.170984455958549,0.170984455958549,"Fibroblasts->AT2_Retnla/10","Adam15","Itgav"
"633","IM2","Fibroblasts",10,0.321052631578947,0.180952380952381,0.180952380952381,"IM2->Fibroblasts/10","Adam15","Itgav"
"634","IM1","Fibroblasts",10,0.316725978647687,0.180952380952381,0.180952380952381,"IM1->Fibroblasts/10","Adam15","Itgav"
"635","AM3","Fibroblasts",10,0.420849420849421,0.180952380952381,0.180952380952381,"AM3->Fibroblasts/10","Adam15","Itgav"
"636","AM2","Fibroblasts",10,0.20173535791757,0.180952380952381,0.180952380952381,"AM2->Fibroblasts/10","Adam15","Itgav"
"637","AM1","Fibroblasts",10,0.172374429223744,0.180952380952381,0.172374429223744,"AM1->Fibroblasts/10","Adam15","Itgav"
"639","AT2_Retnla","Fibroblasts",10,0.124352331606218,0.180952380952381,0.124352331606218,"AT2_Retnla->Fibroblasts/10","Adam15","Itgav"
"640","Fibroblasts","Fibroblasts",10,0.228571428571429,0.180952380952381,0.180952380952381,"Fibroblasts->Fibroblasts/10","Adam15","Itgav"
"641","IM2","IM2",11,0.321052631578947,0.321052631578947,0.321052631578947,"IM2->IM2/11","Adam15","Itgb1"
"642","IM1","IM2",11,0.316725978647687,0.321052631578947,0.316725978647687,"IM1->IM2/11","Adam15","Itgb1"
"643","AM3","IM2",11,0.420849420849421,0.321052631578947,0.321052631578947,"AM3->IM2/11","Adam15","Itgb1"
"644","AM2","IM2",11,0.20173535791757,0.321052631578947,0.20173535791757,"AM2->IM2/11","Adam15","Itgb1"
"645","AM1","IM2",11,0.172374429223744,0.321052631578947,0.172374429223744,"AM1->IM2/11","Adam15","Itgb1"
"647","AT2_Retnla","IM2",11,0.124352331606218,0.321052631578947,0.124352331606218,"AT2_Retnla->IM2/11","Adam15","Itgb1"
"648","Fibroblasts","IM2",11,0.228571428571429,0.321052631578947,0.228571428571429,"Fibroblasts->IM2/11","Adam15","Itgb1"
"649","IM2","IM1",11,0.321052631578947,0.377224199288256,0.321052631578947,"IM2->IM1/11","Adam15","Itgb1"
"650","IM1","IM1",11,0.316725978647687,0.377224199288256,0.316725978647687,"IM1->IM1/11","Adam15","Itgb1"
"651","AM3","IM1",11,0.420849420849421,0.377224199288256,0.377224199288256,"AM3->IM1/11","Adam15","Itgb1"
"652","AM2","IM1",11,0.20173535791757,0.377224199288256,0.20173535791757,"AM2->IM1/11","Adam15","Itgb1"
"653","AM1","IM1",11,0.172374429223744,0.377224199288256,0.172374429223744,"AM1->IM1/11","Adam15","Itgb1"
"655","AT2_Retnla","IM1",11,0.124352331606218,0.377224199288256,0.124352331606218,"AT2_Retnla->IM1/11","Adam15","Itgb1"
"656","Fibroblasts","IM1",11,0.228571428571429,0.377224199288256,0.228571428571429,"Fibroblasts->IM1/11","Adam15","Itgb1"
"657","IM2","AM3",11,0.321052631578947,0.633204633204633,0.321052631578947,"IM2->AM3/11","Adam15","Itgb1"
"658","IM1","AM3",11,0.316725978647687,0.633204633204633,0.316725978647687,"IM1->AM3/11","Adam15","Itgb1"
"659","AM3","AM3",11,0.420849420849421,0.633204633204633,0.420849420849421,"AM3->AM3/11","Adam15","Itgb1"
"660","AM2","AM3",11,0.20173535791757,0.633204633204633,0.20173535791757,"AM2->AM3/11","Adam15","Itgb1"
"661","AM1","AM3",11,0.172374429223744,0.633204633204633,0.172374429223744,"AM1->AM3/11","Adam15","Itgb1"
"663","AT2_Retnla","AM3",11,0.124352331606218,0.633204633204633,0.124352331606218,"AT2_Retnla->AM3/11","Adam15","Itgb1"
"664","Fibroblasts","AM3",11,0.228571428571429,0.633204633204633,0.228571428571429,"Fibroblasts->AM3/11","Adam15","Itgb1"
"665","IM2","AM2",11,0.321052631578947,0.572668112798265,0.321052631578947,"IM2->AM2/11","Adam15","Itgb1"
"666","IM1","AM2",11,0.316725978647687,0.572668112798265,0.316725978647687,"IM1->AM2/11","Adam15","Itgb1"
"667","AM3","AM2",11,0.420849420849421,0.572668112798265,0.420849420849421,"AM3->AM2/11","Adam15","Itgb1"
"668","AM2","AM2",11,0.20173535791757,0.572668112798265,0.20173535791757,"AM2->AM2/11","Adam15","Itgb1"
"669","AM1","AM2",11,0.172374429223744,0.572668112798265,0.172374429223744,"AM1->AM2/11","Adam15","Itgb1"
"671","AT2_Retnla","AM2",11,0.124352331606218,0.572668112798265,0.124352331606218,"AT2_Retnla->AM2/11","Adam15","Itgb1"
"672","Fibroblasts","AM2",11,0.228571428571429,0.572668112798265,0.228571428571429,"Fibroblasts->AM2/11","Adam15","Itgb1"
"673","IM2","AM1",11,0.321052631578947,0.509132420091324,0.321052631578947,"IM2->AM1/11","Adam15","Itgb1"
"674","IM1","AM1",11,0.316725978647687,0.509132420091324,0.316725978647687,"IM1->AM1/11","Adam15","Itgb1"
"675","AM3","AM1",11,0.420849420849421,0.509132420091324,0.420849420849421,"AM3->AM1/11","Adam15","Itgb1"
"676","AM2","AM1",11,0.20173535791757,0.509132420091324,0.20173535791757,"AM2->AM1/11","Adam15","Itgb1"
"677","AM1","AM1",11,0.172374429223744,0.509132420091324,0.172374429223744,"AM1->AM1/11","Adam15","Itgb1"
"679","AT2_Retnla","AM1",11,0.124352331606218,0.509132420091324,0.124352331606218,"AT2_Retnla->AM1/11","Adam15","Itgb1"
"680","Fibroblasts","AM1",11,0.228571428571429,0.509132420091324,0.228571428571429,"Fibroblasts->AM1/11","Adam15","Itgb1"
"681","IM2","AT2",11,0.321052631578947,0.421967327076816,0.321052631578947,"IM2->AT2/11","Adam15","Itgb1"
"682","IM1","AT2",11,0.316725978647687,0.421967327076816,0.316725978647687,"IM1->AT2/11","Adam15","Itgb1"
"683","AM3","AT2",11,0.420849420849421,0.421967327076816,0.420849420849421,"AM3->AT2/11","Adam15","Itgb1"
"684","AM2","AT2",11,0.20173535791757,0.421967327076816,0.20173535791757,"AM2->AT2/11","Adam15","Itgb1"
"685","AM1","AT2",11,0.172374429223744,0.421967327076816,0.172374429223744,"AM1->AT2/11","Adam15","Itgb1"
"687","AT2_Retnla","AT2",11,0.124352331606218,0.421967327076816,0.124352331606218,"AT2_Retnla->AT2/11","Adam15","Itgb1"
"688","Fibroblasts","AT2",11,0.228571428571429,0.421967327076816,0.228571428571429,"Fibroblasts->AT2/11","Adam15","Itgb1"
"689","IM2","AT2_Retnla",11,0.321052631578947,0.430051813471503,0.321052631578947,"IM2->AT2_Retnla/11","Adam15","Itgb1"
"690","IM1","AT2_Retnla",11,0.316725978647687,0.430051813471503,0.316725978647687,"IM1->AT2_Retnla/11","Adam15","Itgb1"
"691","AM3","AT2_Retnla",11,0.420849420849421,0.430051813471503,0.420849420849421,"AM3->AT2_Retnla/11","Adam15","Itgb1"
"692","AM2","AT2_Retnla",11,0.20173535791757,0.430051813471503,0.20173535791757,"AM2->AT2_Retnla/11","Adam15","Itgb1"
"693","AM1","AT2_Retnla",11,0.172374429223744,0.430051813471503,0.172374429223744,"AM1->AT2_Retnla/11","Adam15","Itgb1"
"695","AT2_Retnla","AT2_Retnla",11,0.124352331606218,0.430051813471503,0.124352331606218,"AT2_Retnla->AT2_Retnla/11","Adam15","Itgb1"
"696","Fibroblasts","AT2_Retnla",11,0.228571428571429,0.430051813471503,0.228571428571429,"Fibroblasts->AT2_Retnla/11","Adam15","Itgb1"
"697","IM2","Fibroblasts",11,0.321052631578947,0.666666666666667,0.321052631578947,"IM2->Fibroblasts/11","Adam15","Itgb1"
"698","IM1","Fibroblasts",11,0.316725978647687,0.666666666666667,0.316725978647687,"IM1->Fibroblasts/11","Adam15","Itgb1"
"699","AM3","Fibroblasts",11,0.420849420849421,0.666666666666667,0.420849420849421,"AM3->Fibroblasts/11","Adam15","Itgb1"
"700","AM2","Fibroblasts",11,0.20173535791757,0.666666666666667,0.20173535791757,"AM2->Fibroblasts/11","Adam15","Itgb1"
"701","AM1","Fibroblasts",11,0.172374429223744,0.666666666666667,0.172374429223744,"AM1->Fibroblasts/11","Adam15","Itgb1"
"703","AT2_Retnla","Fibroblasts",11,0.124352331606218,0.666666666666667,0.124352331606218,"AT2_Retnla->Fibroblasts/11","Adam15","Itgb1"
"704","Fibroblasts","Fibroblasts",11,0.228571428571429,0.666666666666667,0.228571428571429,"Fibroblasts->Fibroblasts/11","Adam15","Itgb1"
"849","IM2","AM3",14,0.163157894736842,0.231660231660232,0.163157894736842,"IM2->AM3/14","Adam17","Itga5"
"850","IM1","AM3",14,0.209964412811388,0.231660231660232,0.209964412811388,"IM1->AM3/14","Adam17","Itga5"
"851","AM3","AM3",14,0.397683397683398,0.231660231660232,0.231660231660232,"AM3->AM3/14","Adam17","Itga5"
"852","AM2","AM3",14,0.366594360086768,0.231660231660232,0.231660231660232,"AM2->AM3/14","Adam17","Itga5"
"853","AM1","AM3",14,0.287671232876712,0.231660231660232,0.231660231660232,"AM1->AM3/14","Adam17","Itga5"
"854","AT2","AM3",14,0.156760514424748,0.231660231660232,0.156760514424748,"AT2->AM3/14","Adam17","Itga5"
"855","AT2_Retnla","AM3",14,0.181347150259067,0.231660231660232,0.181347150259067,"AT2_Retnla->AM3/14","Adam17","Itga5"
"856","Fibroblasts","AM3",14,0.247619047619048,0.231660231660232,0.231660231660232,"Fibroblasts->AM3/14","Adam17","Itga5"
"857","IM2","AM2",14,0.163157894736842,0.188720173535792,0.163157894736842,"IM2->AM2/14","Adam17","Itga5"
"858","IM1","AM2",14,0.209964412811388,0.188720173535792,0.188720173535792,"IM1->AM2/14","Adam17","Itga5"
"859","AM3","AM2",14,0.397683397683398,0.188720173535792,0.188720173535792,"AM3->AM2/14","Adam17","Itga5"
"860","AM2","AM2",14,0.366594360086768,0.188720173535792,0.188720173535792,"AM2->AM2/14","Adam17","Itga5"
"861","AM1","AM2",14,0.287671232876712,0.188720173535792,0.188720173535792,"AM1->AM2/14","Adam17","Itga5"
"862","AT2","AM2",14,0.156760514424748,0.188720173535792,0.156760514424748,"AT2->AM2/14","Adam17","Itga5"
